Date,Bus Route No.,From,To,Trips per Day,Way,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Time (mins),Main Station,Tickets Sold,Revenue Generated (INR)
18-09-2023,225S,MGBS,Suraram,12,One Way,22,10,41.83,88,Ameerpet,371,19796.02154
18-09-2023,10H/25S,Dilsukhnagar,Hayathnagar,14,Round Trip,24,20,28.62,42,Ameerpet,193,5945.87
18-09-2023,9 YF,Jeedimetla,Shamshiguda,16,Round Trip,28,10,9.99,116,Ameerpet,157,78726.9
18-09-2023,189M,Chandrayan Gutta X Road,L.B. Nagar Ring Road,7,Round Trip,16,15,20.12,38,Ameerpet,492,5981.17
19-09-2023,185S,Mehdipatnam,VV Nagar,12,One Way,12,30,7.66,98,Ameerpet,350,2643.78
19-09-2023,9D,Koti,Patancheru Bus Station,18,One Way,29,15,48.61,75,Ameerpet,288,5832.79
19-09-2023,225L/V,Jagadgirigutta,Kachiguda,18,One Way,6,15,33.91,12,Ameerpet,195,2370.92
19-09-2023,41N,KPHB,Nampally,12,One Way,8,15,10.87,56,Ameerpet,233,3889.33
19-09-2023,9X/171M,Aramghar,Secunderabad Bus Station,18,Round Trip,25,5,13.7,70,Ameerpet,116,13996.5
19-09-2023,289M,BHEL,Secunderabad Bus Station,7,Round Trip,8,30,36.61,113,Ameerpet,143,6379.7
19-09-2023,19K,Borabanda,Suraram,20,Round Trip,25,20,14.44,21,Ameerpet,370,14377.57
19-09-2023,272C,Jagadgirigutta,VV Nagar,9,Round Trip,25,10,31.05,118,Ameerpet,369,3108.02
19-09-2023,185,Chandrayan Gutta X Road,Gandimaisamma,11,Round Trip,24,30,28.82,18,Ameerpet,400,12016.03
20-09-2023,105S,Suchitra X Road,Ramoji Film City,16,Round Trip,43,25,38.51,41,Koti,199,1330.93
20-09-2023,230N,BHEL,Afzalgunj,9,Round Trip,30,5,41.11,13,Ameerpet,143,6806
20-09-2023,185,Sanath Nagar,Gandimaisamma,16,One Way,22,10,19.7,106,Ameerpet,229,2683.27
20-09-2023,19F/A,Kukatpally,Bowrampet,6,One Way,13,15,46.58,93,Ameerpet,156,9746.83
20-09-2023,9D,Koti,Kondapur Bus Station,13,One Way,9,5,26.63,33,Ameerpet,348,13350.07
20-09-2023,218D,Chengicherla,Gajula Ramaram,14,Round Trip,12,20,45.11,107,Ameerpet,114,6073.46
20-09-2023,19M,L.B. Nagar,Lingampally,11,One Way,9,10,37.34,91,Ameerpet,454,12366.74
20-09-2023,9X,BHEL,Kachiguda,20,One Way,19,15,24.3,101,Ameerpet,206,4807.54
20-09-2023,9X/272G,Chengicherla,Kachiguda,8,One Way,14,20,6.34,71,Ameerpet,369,4776.7
20-09-2023,189R,Mehdipatnam,Secunderabad Bus Station,10,One Way,20,30,20.71,66,Ameerpet,429,14588.31
21-09-2023,205M,Nagole Ring Road,Greenland Colony,12,One Way,48,30,63.99,37,Koti,373,3646.57
21-09-2023,299P,TSRTC pushpak,Vanasthalipuram(Saheb Nagar),3,One Way,31,44,50.92,12,Koti,486,3750.58
21-09-2023,209,TSRTC pushpak,Madannapet,16,One Way,37,31,24.55,10,Koti,122,923.53
21-09-2023,9K,Aramghar,VV Nagar,8,One Way,27,10,28.11,51,Ameerpet,469,8127.06
21-09-2023,187JL,Chengicherla,Kachiguda,20,Round Trip,29,20,15.45,103,Ameerpet,133,6187.25
21-09-2023,9X/272G,Charminar,Kondapur Bus Station,5,Round Trip,11,15,27,109,Ameerpet,234,2099.31
21-09-2023,187J,Jeedimetla,VV Nagar,12,One Way,9,15,43.87,52,Ameerpet,233,8749.16
21-09-2023,189M,Borabanda,L.B. Nagar Ring Road,11,Round Trip,20,20,26.78,120,Ameerpet,114,17053.59605
21-09-2023,10H/25S,Mehdipatnam,Suraram,11,One Way,21,20,32.76,57,Ameerpet,289,14296.9
21-09-2023,218L,Borabanda,Lingampally,10,One Way,11,30,14.56,83,Ameerpet,391,14140.17
21-09-2023,10H/250C,MGBS,Secunderabad Bus Station,17,Round Trip,29,5,21.62,77,Ameerpet,336,6158.86
21-09-2023,90 U,L.B. Nagar,Bowrampet,16,Round Trip,12,30,48.11,72,Ameerpet,218,8870.15
21-09-2023,183,Sanath Nagar,ESI,13,One Way,22,10,33.49,38,Ameerpet,364,2312.13
21-09-2023,230X,NGO Colony,Film Nagar,20,Round Trip,15,30,8.72,53,Ameerpet,435,6025.13
21-09-2023,218D,Chengicherla,Kachiguda,16,Round Trip,18,30,15.68,47,Ameerpet,273,12345.48
22-09-2023,205M,Secunderabad (Medchal),Saroor Nagar Bus Terminal,6,One Way,44,56,42.87,94,Koti,446,4798.205914
22-09-2023,45HK,HCU Bus Depot,Infosys,11,One-way,16,40,36.03,65,Hitech City,50,3710.17
22-09-2023,9K/272G,BHEL,Bachupally,15,One Way,24,15,47.99,37,Ameerpet,198,4892.82
22-09-2023,219,Aramghar,VV Nagar,12,One Way,22,10,40.59,41,Ameerpet,249,14535.72
22-09-2023,19M,BHEL,Gandimaisamma,6,One Way,14,20,38.23,52,Ameerpet,164,8961.3
22-09-2023,19/224,Koti,Gandimaisamma,17,One Way,29,30,47.98,50,Ameerpet,118,11970.26
22-09-2023,9D,Chandrayan Gutta X Road,Balanagar X Road,15,Round Trip,10,15,14.08,94,Ameerpet,347,14366.77
22-09-2023,9K/272G,KPHB,Kachiguda,5,One Way,9,5,33.04,33,Ameerpet,360,4368.3
22-09-2023,218D,L.B. Nagar,Suraram,15,One Way,25,30,40.84,57,Ameerpet,341,3343.48
22-09-2023,189M/92A,Jagadgirigutta,Lingampally,18,One Way,15,30,6.22,87,Ameerpet,423,4326.5
22-09-2023,218D,Aramghar,Shamshiguda,19,Round Trip,16,20,26.28,20,Ameerpet,484,3746.77
22-09-2023,185,Jagadgirigutta,Afzalgunj,14,One Way,13,5,35.63,88,Ameerpet,410,8166.810536
23-09-2023,206,Madhapur Petrol Pump,Saroor Nagar Bus Terminal,15,One Way,41,19,66.35,26,Koti,102,3504.04
23-09-2023,41,Boduppal,Ameerpet,11,Round Trip,24,20,41.84,117,Ameerpet,248,6852.15
23-09-2023,19K,MGBS,Shamshiguda,10,Round Trip,19,20,21.24,80,Ameerpet,459,14596.61
23-09-2023,19/224,Koti,Shamshiguda,8,Round Trip,26,5,33.54,84,Ameerpet,383,8644.15
23-09-2023,83K,Jeedimetla,L.B. Nagar Ring Road,16,Round Trip,12,15,23.58,47,Ameerpet,136,3444.88
23-09-2023,287N,Borabanda,Ameerpet,12,Round Trip,22,20,30.11,31,Ameerpet,495,4608.86
23-09-2023,9D,BHEL,Secunderabad Bus Station,15,One Way,16,5,23.26,94,Ameerpet,154,2598.52
23-09-2023,9M,Gandimaisamma X Road,Film Nagar,14,Round Trip,30,5,19.38,89,Ameerpet,167,5418.78
23-09-2023,9X/283D,Kukatpally,Gajula Ramaram,6,One Way,27,15,41.83,16,Ameerpet,490,10718.36
23-09-2023,189R,MGBS,Suraram,13,Round Trip,20,10,45.34,20,Ameerpet,193,14633
23-09-2023,9X,L.B. Nagar,Balanagar X Road,18,One Way,16,15,45.49,59,Ameerpet,413,8705.62
23-09-2023,225L,BHEL,Balanagar X Road,20,Round Trip,29,15,23.49,43,Ameerpet,311,4150.39
23-09-2023,113C,BHEL,Ameerpet,20,One Way,21,15,49.61,86,Ameerpet,167,13956.3
23-09-2023,90 U,Suraram,Secunderabad Bus Station,10,Round Trip,11,5,43.03,24,Ameerpet,353,3049.72
24-09-2023,299P,High Court Colony Deer Park,Saroor Nagar Bus Terminal,2,One Way,46,54,46.54,55,Koti,362,1831.34
24-09-2023,16A/47LI,Hitech city,ECIL X Road,7,One-way,10,21,40.19,25,Hitech City,171,4953.077225
24-09-2023,83J/230,Uppal X Road,VV Nagar,11,One Way,13,5,20.71,79,Ameerpet,427,10337.62
24-09-2023,113C,NGO Colony,Kachiguda,14,Round Trip,30,30,43.39,11,Ameerpet,107,6606.7
24-09-2023,225S,Kukatpally,Bachupally,6,One Way,14,15,30.89,45,Ameerpet,234,11549.9
24-09-2023,9D,MGBS,Bowrampet,15,One Way,19,15,6.82,57,Ameerpet,196,13519.39
24-09-2023,224H,Koti,Balanagar X Road,7,Round Trip,12,30,45.66,35,Ameerpet,372,5163.14
24-09-2023,10H/25S,BHEL,Balanagar X Road,13,Round Trip,17,20,36.58,106,Ameerpet,366,6737.8
24-09-2023,218D,Kukatpally,Secunderabad Bus Station,14,One Way,9,20,38.64,69,Ameerpet,461,12673.17
24-09-2023,283D,Uppal X Road,Lingampally,9,Round Trip,26,20,9.22,59,Ameerpet,361,12799.87
24-09-2023,225A,Chandrayan Gutta X Road,Patancheru Bus Station,11,Round Trip,24,15,25.01,15,Ameerpet,190,6890.39
24-09-2023,113F,Chandrayan Gutta X Road,VV Nagar,15,Round Trip,23,20,36.84,109,Ameerpet,431,7261
24-09-2023,225HP,Chandrayan Gutta X Road,Patancheru Bus Station,19,One Way,9,20,20.86,91,Ameerpet,487,13788.97
24-09-2023,9 YF,MGBS,Suraram,10,Round Trip,12,30,17.87,84,Ameerpet,275,14312.97
24-09-2023,19/224,Aramghar,Lingampally,20,Round Trip,8,15,8.78,99,Ameerpet,388,6731.35
24-09-2023,113F,Koti,VV Nagar,5,Round Trip,26,5,20.38,39,Ameerpet,187,6794.05
24-09-2023,183,Mehdipatnam,Secunderabad Bus Station,17,One Way,21,30,42.3,94,Ameerpet,220,6556.51
25-09-2023,225L/299,Dilsukhnagar,Film Nagar,6,Round Trip,8,10,12.22,34,Ameerpet,367,9960.88
25-09-2023,225A,Jagadgirigutta,Suraram,15,One Way,21,10,7.43,115,Ameerpet,272,8450.17
25-09-2023,113F,Borabanda,Balanagar X Road,10,Round Trip,17,10,30.04,79,Ameerpet,328,10473.55
25-09-2023,19F,Central Bus Station,L.B. Nagar Ring Road,9,Round Trip,5,5,41.31,44,Ameerpet,196,12600.38
25-09-2023,225,Boduppal,Gajula Ramaram,13,Round Trip,9,10,27.76,94,Ameerpet,437,10557.37
25-09-2023,218L/V,MGBS,Suraram,16,Round Trip,10,5,21.44,115,Ameerpet,446,9282.43
25-09-2023,287N,Allwyn Colony,Lingampally,7,One Way,12,15,35.56,119,Ameerpet,249,11778.82
25-09-2023,9X,Chandrayan Gutta X Road,VV Nagar,15,Round Trip,27,5,20.56,97,Ameerpet,456,12288.35
26-09-2023,206,Koti Women's College,Musheerabad,4,One Way,7,60,25.28,26,Koti,306,910.8
26-09-2023,113KY,Waverock,Infotech,8,Round-trip,18,20,11.4,75,Hitech City,333,1780.96
26-09-2023,230X,Mehdipatnam,Hayathnagar,16,Round Trip,6,15,47.52,45,Ameerpet,297,2044.78
26-09-2023,187JL,Aramghar,Kondapur Bus Station,7,Round Trip,7,30,39.23,48,Ameerpet,337,3487.437014
26-09-2023,189M/92A,NGO Colony,Hayathnagar,12,One Way,5,30,19.68,38,Ameerpet,436,11119.64
26-09-2023,187J,Gandimaisamma X Road,Patancheru Bus Station,20,Round Trip,21,10,20.7,76,Ameerpet,303,10455.66427
26-09-2023,218HG,Boduppal,Film Nagar,16,One Way,18,15,15.2,66,Ameerpet,340,10436.46
27-09-2023,105S,Madhapur Petrol Pump,Ramoji Film City,16,Round Trip,17,18,62.44,118,Koti,173,3689.78
27-09-2023,189R,Charminar,Patancheru Bus Station,15,Round Trip,15,30,24.39,100,Ameerpet,160,3907.77
27-09-2023,9K/283K,Dilsukhnagar,Lingampally,15,One Way,13,20,43.04,97,Ameerpet,437,5454.26
27-09-2023,41N,KPHB,Bowrampet,7,Round Trip,30,5,25.45,27,Ameerpet,438,2878.96
27-09-2023,218D,MGBS,Nampally,7,One Way,6,10,46.24,106,Ameerpet,348,2366.01
27-09-2023,183,Koti,Suraram,7,One Way,23,30,7.51,85,Ameerpet,447,11163.12
27-09-2023,19M/224,L.B. Nagar,Hayathnagar,18,Round Trip,14,5,18.69,91,Ameerpet,381,8779.56
27-09-2023,218,Aramghar,L.B. Nagar Ring Road,17,Round Trip,30,30,10.49,76,Ameerpet,396,5991.78
27-09-2023,9D,KPHB,Ameerpet,7,One Way,15,30,23.29,17,Ameerpet,436,7977.04
27-09-2023,183,Dilsukhnagar,Gandimaisamma,11,Round Trip,22,10,20.89,38,Ameerpet,239,5201.2
27-09-2023,113EL,Allwyn Colony,ESI,15,One Way,26,10,15.73,79,Ameerpet,492,8878.63
27-09-2023,41,Chandrayan Gutta X Road,L.B. Nagar Ring Road,7,Round Trip,24,20,12.04,116,Ameerpet,486,6654.37
27-09-2023,225L/V,Kukatpally,Secunderabad Bus Station,12,One Way,14,10,27.87,49,Ameerpet,177,3816.32
27-09-2023,9X/272G,Suraram,Secunderabad Bus Station,16,One Way,18,5,28.25,67,Ameerpet,156,9257.18
28-09-2023,195E,Chengicherla,Image Garden Bus Stop,4,One-way,11,35,14.68,48,Hitech City,353,2339.316223
28-09-2023,9X/171M,Suraram,Afzalgunj,10,One Way,12,20,8.65,17,Ameerpet,415,12526.17
28-09-2023,113F,Gandimaisamma X Road,Nampally,12,Round Trip,10,10,34.44,111,Ameerpet,374,6704.72
28-09-2023,225M,Chengicherla,Afzalgunj,19,Round Trip,27,10,46,91,Ameerpet,165,3042.84
28-09-2023,225L,L.B. Nagar,ESI,9,One Way,22,20,21.93,13,Ameerpet,302,13335.68
28-09-2023,9X,Jagadgirigutta,Bachupally,12,Round Trip,11,20,28.74,110,Ameerpet,314,5996.54
28-09-2023,19Y/F,Koti,Bowrampet,7,Round Trip,15,15,27.5,26,Ameerpet,396,4985.18
28-09-2023,218HG,Jagadgirigutta,Lingampally,5,Round Trip,27,10,15.87,22,Ameerpet,425,5372.26
28-09-2023,230N,NGO Colony,Patancheru Bus Station,20,Round Trip,12,15,28.6,105,Ameerpet,307,11700.43
28-09-2023,183,L.B. Nagar,Shamshiguda,8,Round Trip,18,15,49.22,63,Ameerpet,110,9610.4
28-09-2023,19Y/F,Aramghar,Film Nagar,12,One Way,22,30,19.38,91,Ameerpet,120,4457.94
28-09-2023,225L,Central Bus Station,Kondapur Bus Station,15,One Way,7,20,37.75,47,Ameerpet,199,11432.66
28-09-2023,9D,Kukatpally,Shamshiguda,19,One Way,15,15,24.08,120,Ameerpet,491,6469.45
28-09-2023,9X,L.B. Nagar,VV Nagar,15,One Way,15,30,24.52,92,Ameerpet,471,11265.90432
28-09-2023,9K,Central Bus Station,Afzalgunj,9,One Way,6,5,30.35,73,Ameerpet,314,4966.4
28-09-2023,113C,Chandrayan Gutta X Road,Lingampally,12,Round Trip,21,20,36.51,12,Ameerpet,408,4484.02
28-09-2023,219,Dilsukhnagar,Balanagar X Road,19,One Way,27,15,24.89,67,Ameerpet,459,10775.25
29-09-2023,156S,Madhapur Petrol Pump,Kothagudem,15,Round Trip,12,41,45.82,83,Koti,416,3783.35
29-09-2023,19/224,Uppal X Road,Balanagar X Road,16,Round Trip,27,10,44.15,82,Ameerpet,372,4260.02
29-09-2023,90 U,Allwyn Colony,Kachiguda,9,One Way,24,10,14.59,32,Ameerpet,142,6730.52
29-09-2023,9K,Allwyn Colony,Bachupally,9,One Way,27,30,8.66,35,Ameerpet,245,12776.88
29-09-2023,218,Boduppal,Lingampally,6,One Way,13,5,23.43,92,Ameerpet,494,13755.36
29-09-2023,218L,Central Bus Station,Secunderabad Bus Station,5,Round Trip,11,5,44.47,89,Ameerpet,248,11888.7
29-09-2023,19Y/F,Uppal X Road,Afzalgunj,15,One Way,12,20,38.86,106,Ameerpet,101,9668.79
29-09-2023,225,Kukatpally,VV Nagar,15,One Way,27,5,46.96,67,Ameerpet,349,9992.69
29-09-2023,9 YF,Uppal X Road,Ameerpet,15,One Way,30,15,12.37,116,Ameerpet,378,2838.2
29-09-2023,218L/V,BHEL,VV Nagar,16,One Way,7,30,5.09,35,Ameerpet,473,2275.98
29-09-2023,225L/299,L.B. Nagar,Hayathnagar,18,Round Trip,14,20,17.4,46,Ameerpet,101,14257.1
29-09-2023,19/224,Koti,Film Nagar,19,One Way,11,30,28.07,20,Ameerpet,183,4811.54
29-09-2023,218,Charminar,Gajula Ramaram,20,One Way,12,20,18.65,37,Ameerpet,130,3818.35
30-09-2023,113KY,Sai Nagar Colony,Patancheru Busterminal,15,Round-trip,20,26,16.1,26,Hitech City,429,1431.494007
30-09-2023,83J/272G,MGBS,Film Nagar,13,Round Trip,10,5,34.49,108,Ameerpet,342,7377.9
30-09-2023,19M/224,BHEL,Suraram,12,Round Trip,11,5,36.06,13,Ameerpet,301,12878.29
30-09-2023,225HP,Koti,Gandimaisamma,20,One Way,9,30,21.85,77,Ameerpet,469,13686.44
30-09-2023,83K,Aramghar,ESI,10,One Way,23,15,5.07,117,Ameerpet,391,2836.2
30-09-2023,10H/250C,Charminar,VV Nagar,12,Round Trip,7,30,48.97,105,Ameerpet,222,5957.507069
30-09-2023,113EL,Dilsukhnagar,Secunderabad Bus Station,19,One Way,20,10,10.41,67,Ameerpet,196,9988.97
30-09-2023,113C,Aramghar,Gandimaisamma,18,One Way,13,30,44.18,100,Ameerpet,174,10645.55
30-09-2023,219,Koti,Kachiguda,17,One Way,23,20,48.95,48,Ameerpet,382,4085.74
30-09-2023,113EL,Charminar,Shamshiguda,6,Round Trip,23,10,15.67,103,Ameerpet,441,12855.94
30-09-2023,223A,Mehdipatnam,Gajula Ramaram,19,Round Trip,5,5,7.72,89,Ameerpet,110,4818.74
30-09-2023,225S,KPHB,Bachupally,16,One Way,19,20,32.59,111,Ameerpet,290,4105.57
30-09-2023,225L/299,Chengicherla,Film Nagar,10,One Way,11,5,42.95,52,Ameerpet,449,2646.45
30-09-2023,83J/272G,L.B. Nagar,Ameerpet,16,One Way,29,5,21.95,90,Ameerpet,462,8933.6
30-09-2023,9 YF,Chengicherla,Suraram,17,Round Trip,29,30,10.63,91,Ameerpet,314,12246.97
30-09-2023,19Y/F,Central Bus Station,Lingampally,18,One Way,22,15,17.65,21,Ameerpet,256,12552.85
01-10-2023,16A/47LI,Hitech city,Bachupally X Road,17,Round-trip,16,53,19.72,104,Hitech City,396,1005.41
01-10-2023,222D,Sanath Nagar,L.B. Nagar Ring Road,9,Round Trip,12,20,37.19,86,Ameerpet,341,8832.51
01-10-2023,83J/230,Uppal X Road,Shamshiguda,19,One Way,22,30,45.84,16,Ameerpet,403,14090.26
01-10-2023,225S,L.B. Nagar,Patancheru Bus Station,12,One Way,10,10,39.34,87,Ameerpet,204,6392.8
01-10-2023,9 YF,Allwyn Colony,Film Nagar,9,Round Trip,14,10,37.32,40,Ameerpet,356,3045.53
01-10-2023,113F,Charminar,Patancheru Bus Station,5,One Way,22,5,16.95,10,Ameerpet,344,9109.56
01-10-2023,189M/A,Kukatpally,Gajula Ramaram,18,One Way,27,5,33.08,83,Ameerpet,398,3135.37
01-10-2023,19F,MGBS,Bachupally,15,Round Trip,25,5,15.63,37,Ameerpet,396,10925.12
01-10-2023,9K/272G,BHEL,Bowrampet,5,One Way,30,10,46.29,30,Ameerpet,470,9341.9
01-10-2023,189M/92A,Uppal X Road,Hayathnagar,15,Round Trip,25,15,26.97,98,Ameerpet,472,10347.24
01-10-2023,225A,Jeedimetla,ESI,10,One Way,29,20,8.88,41,Ameerpet,467,4971.82
01-10-2023,218L,Central Bus Station,Afzalgunj,10,One Way,29,5,25.43,60,Ameerpet,479,2042.48
01-10-2023,113F,Koti,Shamshiguda,20,One Way,24,5,31.08,42,Ameerpet,150,7872.01
02-10-2023,225,Charminar,Secunderabad Bus Station,5,One Way,27,30,25.26,109,Ameerpet,274,6646.67
02-10-2023,19K,Allwyn Colony,Lingampally,9,One Way,23,15,27.32,44,Ameerpet,130,10434.35
02-10-2023,10H/25S,Suraram,Hayathnagar,13,Round Trip,24,30,22.61,82,Ameerpet,169,7565.89
02-10-2023,225L/V,KPHB,Gandimaisamma,16,Round Trip,17,30,40.56,82,Ameerpet,260,11195.81
02-10-2023,90 U,Mehdipatnam,Balanagar X Road,14,Round Trip,12,20,38.13,35,Ameerpet,417,4304.16
02-10-2023,9K/272G,Aramghar,Film Nagar,6,One Way,27,30,15.59,86,Ameerpet,328,4561.66
02-10-2023,222D,Allwyn Colony,Afzalgunj,11,Round Trip,14,10,35.22,47,Ameerpet,311,4253
02-10-2023,83J/272G,Chengicherla,Patancheru Bus Station,14,One Way,29,20,49.1,118,Ameerpet,221,13589.84
02-10-2023,113C,BHEL,Bowrampet,20,Round Trip,18,5,8.34,19,Ameerpet,248,10365.15
02-10-2023,9M-1,NGO Colony,Suraram,12,One Way,18,30,20.86,87,Ameerpet,264,6189.33
02-10-2023,225HP,Mehdipatnam,Bowrampet,15,One Way,20,15,21.07,63,Ameerpet,409,2057.11
02-10-2023,225S,NGO Colony,Patancheru Bus Station,11,One Way,18,10,16.88,52,Ameerpet,153,8407.25
02-10-2023,183,Jeedimetla,Kondapur Bus Station,19,One Way,7,20,11.83,99,Ameerpet,381,35298.3
02-10-2023,9D,Aramghar,Gajula Ramaram,13,Round Trip,16,5,16.49,16,Ameerpet,125,2579.98
02-10-2023,185S,Allwyn Colony,Hayathnagar,8,One Way,6,10,30.5,109,Ameerpet,327,2655.9
02-10-2023,187J,Allwyn Colony,L.B. Nagar Ring Road,17,Round Trip,9,20,20.6,106,Ameerpet,271,12920.32
02-10-2023,19F/A,MGBS,Bowrampet,14,Round Trip,16,30,6.81,16,Ameerpet,466,14179.38
03-10-2023,90 U,Central Bus Station,Ameerpet,17,Round Trip,15,5,35.75,48,Ameerpet,315,10993.2
03-10-2023,19/224,L.B. Nagar,L.B. Nagar Ring Road,20,One Way,23,15,14.05,99,Ameerpet,495,2485.138693
03-10-2023,225HP,Allwyn Colony,Secunderabad Bus Station,6,One Way,19,10,32.44,93,Ameerpet,213,2402.95
03-10-2023,102B/218L,Dilsukhnagar,Ameerpet,12,One Way,20,10,49.35,116,Ameerpet,209,11009.41276
03-10-2023,102B/218L,Aramghar,Gandimaisamma,15,Round Trip,20,10,48.61,57,Ameerpet,324,14117.47
03-10-2023,218D,L.B. Nagar,Kachiguda,18,One Way,6,5,46.67,84,Ameerpet,292,8483.34
03-10-2023,185S,Aramghar,L.B. Nagar Ring Road,10,One Way,17,10,41.99,99,Ameerpet,190,4406.84
03-10-2023,225A,Dilsukhnagar,Gajula Ramaram,15,Round Trip,18,15,11.02,97,Ameerpet,467,13401.92
03-10-2023,189M/92A,Jagadgirigutta,Gajula Ramaram,10,Round Trip,6,20,41.4,95,Ameerpet,297,4305.16
03-10-2023,10H/25S,Charminar,Lingampally,12,Round Trip,29,10,23.08,37,Ameerpet,110,11460.73
03-10-2023,225HP,Jeedimetla,Balanagar X Road,5,One Way,22,5,36.19,64,Ameerpet,341,14911.68
03-10-2023,218D,Gandimaisamma X Road,Ameerpet,14,Round Trip,14,10,11.63,30,Ameerpet,373,12533.49
04-10-2023,19F/A,NGO Colony,Shamshiguda,13,Round Trip,20,30,6.57,104,Ameerpet,157,8009.66
04-10-2023,272C,BHEL,L.B. Nagar Ring Road,17,One Way,16,10,22.13,116,Ameerpet,344,14682.18
04-10-2023,223A,L.B. Nagar,Hayathnagar,5,Round Trip,8,20,21.47,41,Ameerpet,217,2675.69
04-10-2023,230X,Boduppal,Gajula Ramaram,17,Round Trip,16,20,42.72,72,Ameerpet,396,14139.79
04-10-2023,9X/272G,Aramghar,Ameerpet,17,One Way,7,15,9.95,39,Ameerpet,199,11969.94
04-10-2023,218/19M,MGBS,Ameerpet,18,One Way,23,10,23.85,71,Ameerpet,215,11976.11
05-10-2023,86V,Madhapur Petrol Pump,Madannapet,9,One Way,26,36,87.51,46,Koti,224,1938.33
05-10-2023,127K,Kondapur bus depot,koti,4,Round-trip,15,24,45.5,55,Hitech City,424,1760.43
05-10-2023,222P,HCU Bus Depot,Hafeezpet MMTS Stop,1,Round-trip,13,41,48.46,44,Hitech City,329,2139.676203
05-10-2023,127K/V,Rythu Bazar Erragadda,JNTU,12,One-way,13,21,7.6,48,Hitech City,324,3915.92
05-10-2023,224H,Kukatpally,L.B. Nagar Ring Road,5,One Way,23,30,26.03,27,Ameerpet,239,13998.76
05-10-2023,183,NGO Colony,Balanagar X Road,18,One Way,7,10,9.03,102,Ameerpet,294,14947.1
05-10-2023,19M,BHEL,Kachiguda,12,One Way,14,15,17.11,27,Ameerpet,141,13340.22
05-10-2023,189M,Chengicherla,Lingampally,18,Round Trip,17,20,35.17,104,Ameerpet,169,10978.37
05-10-2023,83K,Suraram,ESI,7,Round Trip,26,5,30.73,69,Ameerpet,414,8708.92
05-10-2023,272C,KPHB,Gandimaisamma,9,Round Trip,18,5,6.87,46,Ameerpet,490,4827.04
05-10-2023,9X,Mehdipatnam,Hayathnagar,15,Round Trip,22,5,33.44,56,Ameerpet,158,14906.66
05-10-2023,183AJ,Aramghar,Patancheru Bus Station,14,Round Trip,15,30,39.34,68,Ameerpet,132,12900.03
05-10-2023,185,Suraram,L.B. Nagar Ring Road,20,One Way,18,30,23.2,62,Ameerpet,120,4560.96
05-10-2023,9X/171M,Mehdipatnam,Film Nagar,15,One Way,27,15,36.82,66,Ameerpet,464,9939.58
05-10-2023,218HG,Uppal X Road,Kachiguda,5,One Way,28,5,35.81,64,Ameerpet,444,11771.46
05-10-2023,19K,Dilsukhnagar,Bowrampet,7,Round Trip,9,20,6.46,54,Ameerpet,174,7343.3
05-10-2023,9K/272G,Aramghar,Gandimaisamma,14,One Way,13,15,32.34,33,Ameerpet,207,5836.28
05-10-2023,10H/25S,Kukatpally,ESI,6,Round Trip,11,10,21.05,88,Ameerpet,275,6010.23
05-10-2023,41N,L.B. Nagar,Nampally,11,Round Trip,30,15,24.2,43,Ameerpet,145,2306.71
06-10-2023,86V,Madhapur Petrol Pump,Vanasthalipuram(Saheb Nagar),12,One Way,11,11,55,66,Koti,344,1547.51
06-10-2023,127LH,Wipro,Infosys,5,One-way,20,23,27.35,79,Hitech City,466,1888.3
06-10-2023,223R,Kukatpally,Patancheru Bus Station,6,One Way,24,5,33.94,100,Ameerpet,432,3391.511872
06-10-2023,9X/171M,MGBS,Bowrampet,16,Round Trip,19,10,27.67,11,Ameerpet,177,11866.1
06-10-2023,230N,Jagadgirigutta,L.B. Nagar Ring Road,11,Round Trip,17,5,38.99,21,Ameerpet,153,13391.19
06-10-2023,230X,Jeedimetla,Film Nagar,17,One Way,25,15,49.15,68,Ameerpet,422,5700.67
06-10-2023,19Y/F,Borabanda,Film Nagar,11,Round Trip,9,20,5.88,14,Ameerpet,460,9935.91
06-10-2023,19M/224,Uppal X Road,Bachupally,6,Round Trip,17,20,37.37,80,Ameerpet,130,3909.47
06-10-2023,19/224,Uppal X Road,Secunderabad Bus Station,6,One Way,22,5,24.83,59,Ameerpet,375,12839.34456
06-10-2023,10H/250C,Borabanda,Film Nagar,11,One Way,27,20,39.92,114,Ameerpet,127,3457.44
06-10-2023,225L,Chengicherla,Bowrampet,15,Round Trip,15,30,42.83,14,Ameerpet,372,13636.87
06-10-2023,225L/V,Suraram,L.B. Nagar Ring Road,13,One Way,24,15,30.19,82,Ameerpet,471,12460.88
06-10-2023,218D,Aramghar,Gandimaisamma,19,Round Trip,17,10,26.77,44,Ameerpet,272,4258.64
06-10-2023,83J/230,Gandimaisamma X Road,L.B. Nagar Ring Road,8,One Way,12,15,6.78,75,Ameerpet,484,128790.9
06-10-2023,230N,Mehdipatnam,Secunderabad Bus Station,6,One Way,13,10,16.68,80,Ameerpet,451,11796.04
06-10-2023,10H/25S,MGBS,VV Nagar,18,One Way,26,10,9,108,Ameerpet,311,14383.99
06-10-2023,189M/92A,MGBS,Gandimaisamma,17,One Way,30,5,46.6,63,Ameerpet,101,2691.95
06-10-2023,223A,Kukatpally,Nampally,11,One Way,22,10,45.4,116,Ameerpet,133,6619.42
